id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0314,EE.UU.,32,F,Machu Picchu,Arequipa,2025-09-03,1,3325.17,Avión
V0315,Ecuador,19,F,Cañón del Colca,Arequipa,2025-03-04,9,1231.33,Desconocido
V0316,Brasil,68,M,Lago Titicaca,La Libertad,2025-08-08,3,825.24,Avión
V0317,EE.UU.,30,M,Líneas de Nazca,Ica,2025-06-11,2,1651.9,Avión
V0318,Argentina,26,M,Líneas de Nazca,Puno,2025-02-16,9,1379.68,Bus
V0319,EE.UU.,23,F,Machu Picchu,La Libertad,2024-10-20,5,2989.12,Auto
V0320,Perú,27,M,Chan Chan,La Libertad,2024-11-18,9,4994.45,Bus
V0321,Perú,20,M,Lago Titicaca,Arequipa,2024-11-08,1,3641.16,Desconocido
V0322,Perú,35,F,Cañón del Colca,Arequipa,2024-11-12,6,3889.26,Desconocido
V0323,Chile,30,F,Machu Picchu,La Libertad,2025-02-19,8,4832.08,Desconocido
V0324,Ecuador,37,M,Machu Picchu,La Libertad,2025-05-01,9,4472.37,Avión
V0325,Perú,27,M,Cañón del Colca,La Libertad,2025-02-24,9,2322.68,Tren
V0326,Ecuador,42,F,Cañón del Colca,La Libertad,2025-08-28,4,824.89,Avión
V0327,Colombia,64,M,Cañón del Colca,Ica,2024-11-01,7,4183.28,Avión
V0328,EE.UU.,70,F,Líneas de Nazca,Arequipa,2025-01-16,10,1265.46,Bus
V0329,Perú,67,M,Machu Picchu,Puno,2025-07-12,3,2709.0,Avión
V0330,Brasil,40,F,Huacachina,Arequipa,2024-11-08,2,4011.41,Bus
V0331,EE.UU.,70,F,Huacachina,Cusco,2025-04-23,4,4631.78,Tren
V0332,México,68,M,Lago Titicaca,Ica,2025-07-02,6,4645.85,Tren
V0333,Ecuador,24,F,Chan Chan,Ica,2024-11-19,7,3378.67,Tren
V0334,Chile,50,F,Machu Picchu,Cusco,2025-02-24,6,3187.59,Desconocido
V0335,Ecuador,47,M,Cañón del Colca,Cusco,2025-09-21,6,3505.38,Desconocido
V0336,México,22,M,Machu Picchu,Ica,2025-05-26,1,3451.29,Tren
V0337,Argentina,66,F,Cañón del Colca,Arequipa,2024-11-17,8,971.24,Desconocido
V0338,México,24,M,Machu Picchu,La Libertad,2025-07-15,4,4079.06,Desconocido
V0339,México,56,F,Cañón del Colca,La Libertad,2025-09-05,8,3772.61,Desconocido
V0340,Chile,41,M,Cañón del Colca,La Libertad,2025-08-04,6,4161.08,Tren
V0341,Argentina,52,M,Machu Picchu,Ica,2025-08-04,9,471.89,Desconocido
V0342,Brasil,38,F,Lago Titicaca,Arequipa,2024-12-16,8,1960.4,Tren
V0343,Chile,40,F,Chan Chan,Puno,2024-12-16,2,335.7,Desconocido
V0344,Colombia,60,M,Machu Picchu,La Libertad,2025-08-02,10,3590.99,Auto
V0345,Argentina,58,M,Líneas de Nazca,La Libertad,2025-06-06,3,3318.4,Tren
V0346,Brasil,64,F,Líneas de Nazca,Puno,2024-12-12,9,2096.24,Avión
V0347,Ecuador,60,M,Chan Chan,Ica,2025-04-28,8,2046.38,Desconocido
V0348,Brasil,19,F,Huacachina,Cusco,2024-11-19,2,438.9,Avión
V0349,Argentina,48,M,Chan Chan,Puno,2025-09-18,9,3376.55,Desconocido
V0350,México,60,M,Chan Chan,Puno,2025-05-01,8,2303.33,Avión
V0351,Chile,22,F,Cañón del Colca,Ica,2025-04-18,7,4623.21,Desconocido
V0352,Perú,37,M,Chan Chan,La Libertad,2025-08-01,2,2268.25,Desconocido
V0353,Brasil,46,F,Cañón del Colca,Ica,2024-10-28,1,2804.25,Auto
V0354,Brasil,70,F,Huacachina,Cusco,2025-09-21,3,4470.59,Avión
V0355,Brasil,25,F,Líneas de Nazca,Puno,2024-12-31,6,2804.58,Bus
V0356,Argentina,39,F,Machu Picchu,La Libertad,2025-06-06,7,2965.74,Tren
V0357,México,48,M,Lago Titicaca,Arequipa,2024-10-27,8,4562.9,Bus
V0358,México,70,F,Machu Picchu,La Libertad,2024-10-27,7,2891.23,Bus
V0359,Ecuador,52,M,Líneas de Nazca,Cusco,2025-04-09,7,301.79,Auto
V0360,Ecuador,23,M,Chan Chan,La Libertad,2025-02-18,4,1013.38,Tren
V0361,Brasil,39,M,Chan Chan,Ica,2025-02-22,10,530.44,Avión
V0362,Argentina,49,F,Líneas de Nazca,La Libertad,2025-01-01,3,4907.24,Desconocido
V0363,México,62,F,Machu Picchu,Puno,2025-08-05,4,1124.21,Desconocido
V0364,Colombia,50,F,Chan Chan,Arequipa,2025-01-10,3,1530.76,Tren
V0365,Ecuador,56,M,Huacachina,La Libertad,2024-12-17,7,1822.19,Bus
V0366,EE.UU.,41,F,Chan Chan,La Libertad,2025-08-28,4,834.2,Desconocido
V0367,EE.UU.,31,F,Chan Chan,Arequipa,2024-12-17,1,3353.23,Desconocido
V0368,EE.UU.,38,M,Líneas de Nazca,Ica,2024-12-04,10,1088.09,Desconocido
V0369,Perú,59,F,Lago Titicaca,Cusco,2025-07-05,8,3173.09,Tren
V0370,Argentina,24,F,Líneas de Nazca,Arequipa,2025-07-12,9,4779.07,Desconocido
V0371,Argentina,29,F,Lago Titicaca,La Libertad,2024-11-05,8,813.07,Bus
V0372,Chile,48,M,Líneas de Nazca,Ica,2024-11-16,4,3918.38,Avión
V0373,Argentina,43,F,Cañón del Colca,Arequipa,2024-11-01,10,385.28,Desconocido
V0374,Brasil,24,M,Líneas de Nazca,Ica,2025-03-25,8,357.92,Avión
V0375,Brasil,38,M,Lago Titicaca,Arequipa,2025-08-05,10,4475.56,Bus
V0376,Brasil,29,M,Cañón del Colca,Ica,2025-03-22,9,1864.21,Tren
V0377,Argentina,54,F,Lago Titicaca,Puno,2025-04-19,8,1655.42,Tren
V0378,Argentina,38,F,Chan Chan,Arequipa,2024-10-24,7,1051.48,Auto
V0379,Brasil,67,F,Chan Chan,Puno,2025-05-08,8,4211.99,Desconocido
V0380,EE.UU.,65,F,Chan Chan,Ica,2025-09-20,6,1506.99,Desconocido
V0381,Perú,40,M,Cañón del Colca,Ica,2025-05-12,9,700.77,Desconocido
V0382,Ecuador,37,M,Cañón del Colca,Arequipa,2024-12-18,7,1644.84,Avión
V0383,Colombia,22,M,Lago Titicaca,La Libertad,2025-08-07,6,2198.26,Bus
V0384,Ecuador,61,M,Huacachina,Arequipa,2024-12-06,8,4333.9,Bus
V0385,Argentina,52,M,Machu Picchu,Ica,2024-11-06,10,2469.92,Auto
V0386,EE.UU.,20,M,Lago Titicaca,Puno,2025-02-06,7,553.49,Avión
V0387,Colombia,19,M,Líneas de Nazca,Arequipa,2025-01-02,3,4756.27,Avión
V0388,Argentina,38,F,Líneas de Nazca,La Libertad,2025-08-13,8,2993.38,Avión
V0389,México,54,M,Machu Picchu,Puno,2025-05-28,6,3477.86,Auto
V0390,Colombia,56,M,Cañón del Colca,Arequipa,2025-08-03,10,1590.48,Tren
V0391,México,23,F,Huacachina,Ica,2025-10-06,5,3310.35,Tren
V0392,Argentina,18,F,Machu Picchu,Cusco,2025-09-27,4,4339.43,Desconocido
V0393,Chile,48,M,Cañón del Colca,Puno,2025-01-15,5,2223.79,Bus
V0394,Chile,53,F,Machu Picchu,La Libertad,2025-07-06,1,2934.87,Desconocido
V0395,Perú,46,M,Huacachina,La Libertad,2025-06-24,9,2442.95,Bus
V0396,Ecuador,41,M,Chan Chan,Arequipa,2025-01-28,7,4580.44,Desconocido
V0397,Brasil,45,F,Huacachina,Ica,2024-12-14,7,4403.54,Auto
V0398,Brasil,45,F,Machu Picchu,Puno,2024-12-19,2,1367.88,Tren
V0399,Argentina,31,F,Lago Titicaca,Ica,2024-11-27,5,1051.55,Desconocido
V0400,Chile,64,F,Machu Picchu,La Libertad,2025-09-01,4,353.17,Auto
V0401,México,36,M,Líneas de Nazca,La Libertad,2025-09-06,7,3202.4,Tren
V0402,Colombia,53,F,Lago Titicaca,Arequipa,2025-07-01,4,2053.76,Tren
V0403,Perú,31,M,Machu Picchu,Puno,2025-05-01,5,458.98,Tren
V0404,Brasil,54,M,Lago Titicaca,Ica,2025-09-30,5,765.19,Desconocido
V0405,Ecuador,30,F,Chan Chan,Puno,2025-06-15,8,4345.71,Avión
V0406,Brasil,38,F,Cañón del Colca,Cusco,2025-03-20,6,4919.97,Avión
V0407,Chile,58,F,Chan Chan,La Libertad,2024-10-30,3,4696.93,Avión
V0408,Chile,24,M,Cañón del Colca,Arequipa,2024-11-04,8,1302.71,Desconocido
V0409,México,56,F,Chan Chan,Cusco,2024-12-18,4,3358.8,Avión
V0410,Perú,37,F,Huacachina,Cusco,2025-05-06,5,2411.23,Desconocido
V0411,Ecuador,21,F,Chan Chan,Arequipa,2025-02-14,5,4624.37,Avión
V0412,EE.UU.,25,M,Líneas de Nazca,Ica,2025-04-25,6,3768.25,Bus
V0413,Ecuador,54,M,Chan Chan,Ica,2025-07-28,5,1978.86,Auto
V0414,México,44,M,Chan Chan,Puno,2025-07-14,9,1934.32,Auto
V0415,Argentina,70,F,Huacachina,Ica,2025-08-13,9,4143.7,Auto
V0416,Perú,27,M,Machu Picchu,Cusco,2024-12-23,1,4145.29,Avión
V0417,Argentina,56,M,Líneas de Nazca,Puno,2025-04-23,2,3171.21,Bus
V0418,Ecuador,35,F,Chan Chan,Ica,2025-04-06,6,4894.89,Desconocido
V0419,Argentina,65,F,Chan Chan,Arequipa,2025-06-07,3,2335.31,Tren
V0420,México,39,M,Lago Titicaca,Cusco,2025-04-27,8,1022.94,Auto
V0421,Perú,30,F,Chan Chan,Arequipa,2025-07-17,2,4943.89,Bus
V0422,Ecuador,55,M,Machu Picchu,Ica,2024-10-23,4,2127.18,Auto
V0423,Ecuador,41,F,Cañón del Colca,Ica,2024-11-07,10,807.56,Desconocido
V0424,EE.UU.,36,F,Líneas de Nazca,Arequipa,2024-12-05,3,4522.38,Desconocido
V0425,Brasil,18,M,Chan Chan,La Libertad,2025-08-14,5,2214.76,Tren
V0426,Argentina,53,F,Lago Titicaca,La Libertad,2025-02-05,10,2860.39,Desconocido
V0427,Perú,34,M,Huacachina,La Libertad,2024-12-24,5,1113.33,Avión
V0428,Perú,63,F,Lago Titicaca,Arequipa,2025-05-22,8,1797.21,Auto
V0429,Brasil,62,M,Lago Titicaca,La Libertad,2024-10-23,7,1176.4,Tren
V0430,Colombia,36,M,Machu Picchu,Cusco,2025-09-05,1,2705.8,Tren
V0431,Perú,70,M,Machu Picchu,La Libertad,2025-04-25,2,382.98,Tren
V0432,Argentina,32,M,Cañón del Colca,La Libertad,2024-12-12,8,538.57,Desconocido
V0433,EE.UU.,33,M,Machu Picchu,Arequipa,2025-10-15,10,525.53,Auto
V0434,Perú,49,M,Lago Titicaca,La Libertad,2025-08-19,9,783.43,Tren
V0435,Chile,18,M,Huacachina,Cusco,2025-03-04,6,4713.3,Tren
V0436,EE.UU.,21,M,Chan Chan,Ica,2025-10-10,7,2575.22,Tren
V0437,Chile,45,F,Líneas de Nazca,Puno,2025-06-30,8,1401.68,Tren
V0438,Perú,39,F,Machu Picchu,La Libertad,2025-05-26,3,2972.59,Desconocido
V0439,Perú,27,M,Machu Picchu,La Libertad,2025-08-09,10,3122.87,Desconocido
V0440,Brasil,69,M,Machu Picchu,Arequipa,2025-05-31,3,4488.05,Desconocido
V0441,Brasil,29,F,Cañón del Colca,Puno,2024-11-07,9,4049.48,Desconocido
V0442,Ecuador,41,M,Cañón del Colca,Arequipa,2025-07-26,1,1911.12,Desconocido
V0443,EE.UU.,23,M,Machu Picchu,La Libertad,2025-07-24,1,1086.77,Avión
V0444,Perú,28,F,Machu Picchu,Arequipa,2025-08-13,6,4790.91,Bus
V0445,México,40,M,Huacachina,Cusco,2024-11-17,6,4432.33,Auto
V0446,Argentina,44,M,Cañón del Colca,La Libertad,2025-09-28,1,3212.25,Tren
V0447,EE.UU.,40,M,Lago Titicaca,Ica,2025-05-19,1,3425.23,Bus
V0448,Perú,64,F,Líneas de Nazca,Arequipa,2025-07-28,9,4483.35,Tren
V0449,Colombia,70,M,Machu Picchu,La Libertad,2025-08-17,7,1940.09,Desconocido
V0450,Argentina,70,F,Machu Picchu,Puno,2025-07-07,4,1306.84,Bus
V0451,Brasil,67,F,Lago Titicaca,Cusco,2025-05-05,3,3229.3,Avión
V0452,Ecuador,51,M,Líneas de Nazca,Cusco,2024-11-07,5,4534.05,Desconocido
V0453,Argentina,18,F,Machu Picchu,Ica,2025-01-04,5,2912.15,Desconocido
V0454,Brasil,28,F,Lago Titicaca,Arequipa,2025-07-24,6,4669.45,Desconocido
V0455,Argentina,62,M,Líneas de Nazca,Arequipa,2025-06-28,6,3079.16,Desconocido
V0456,Chile,23,M,Machu Picchu,La Libertad,2024-12-23,5,1291.04,Desconocido
V0457,Colombia,48,F,Huacachina,La Libertad,2024-12-30,8,2187.26,Tren
V0458,Perú,56,M,Cañón del Colca,La Libertad,2025-01-11,10,2820.92,Tren
V0459,Chile,60,F,Chan Chan,Cusco,2025-08-07,4,1386.77,Tren
V0460,Argentina,64,F,Lago Titicaca,La Libertad,2025-01-14,1,3759.54,Bus
V0461,Colombia,23,F,Chan Chan,La Libertad,2025-01-13,3,3197.49,Desconocido
V0462,Chile,30,M,Huacachina,Puno,2025-08-23,2,4393.49,Desconocido
V0463,EE.UU.,43,F,Líneas de Nazca,Ica,2025-03-05,4,664.17,Bus
V0464,Ecuador,66,F,Machu Picchu,Arequipa,2025-07-01,8,1759.58,Desconocido
V0465,Ecuador,31,F,Cañón del Colca,Arequipa,2025-08-08,4,1456.21,Avión
V0466,Ecuador,25,M,Lago Titicaca,Puno,2025-05-23,4,2247.14,Bus
V0467,Argentina,60,F,Lago Titicaca,Cusco,2025-05-31,5,2723.16,Bus
V0468,EE.UU.,65,F,Machu Picchu,Cusco,2025-02-03,1,1604.2,Auto
V0469,Chile,21,M,Machu Picchu,Cusco,2025-03-15,9,4360.0,Avión
V0470,Brasil,34,M,Huacachina,Cusco,2025-03-14,10,2165.06,Avión
V0471,Colombia,21,M,Líneas de Nazca,Arequipa,2025-06-29,8,3746.76,Auto
V0472,Ecuador,20,M,Lago Titicaca,Puno,2025-01-27,10,1181.3,Avión
V0473,EE.UU.,30,M,Líneas de Nazca,Arequipa,2025-08-30,1,4423.34,Desconocido
V0474,Chile,51,F,Machu Picchu,La Libertad,2025-05-22,4,1333.95,Auto
V0475,Perú,45,M,Líneas de Nazca,Puno,2025-04-11,3,1458.43,Desconocido
V0476,EE.UU.,30,F,Huacachina,Cusco,2025-10-09,1,1222.03,Avión
V0477,México,67,F,Lago Titicaca,Cusco,2025-10-16,1,1591.08,Avión
V0478,Chile,36,M,Cañón del Colca,Cusco,2025-09-11,5,4727.04,Avión
V0479,Chile,48,M,Cañón del Colca,Ica,2025-08-12,1,1325.95,Bus
V0480,Colombia,23,M,Machu Picchu,La Libertad,2024-12-15,9,3694.98,Avión
V0481,EE.UU.,37,F,Chan Chan,La Libertad,2025-09-17,1,3208.69,Desconocido
V0482,México,35,M,Líneas de Nazca,Puno,2025-01-16,6,3667.39,Desconocido
V0483,Colombia,63,M,Huacachina,Ica,2025-08-25,3,4634.09,Tren
V0484,Perú,34,F,Líneas de Nazca,Cusco,2025-06-24,6,3806.91,Desconocido
V0485,Perú,57,M,Machu Picchu,Cusco,2025-07-19,10,4011.14,Avión
V0486,Chile,20,M,Huacachina,La Libertad,2025-10-13,7,1841.97,Avión
V0487,Colombia,59,F,Huacachina,Puno,2025-06-21,10,4924.51,Auto
V0488,EE.UU.,27,F,Chan Chan,La Libertad,2025-05-13,2,396.29,Tren
V0489,Ecuador,37,F,Lago Titicaca,Ica,2025-01-05,2,1138.02,Desconocido
V0490,EE.UU.,59,F,Cañón del Colca,Ica,2025-01-25,9,2731.98,Desconocido
V0491,Chile,47,M,Huacachina,Puno,2025-09-13,4,1067.15,Bus
V0492,Brasil,70,F,Líneas de Nazca,Arequipa,2024-11-19,3,2325.97,Desconocido
V0493,Argentina,23,F,Machu Picchu,Puno,2025-06-06,10,2476.46,Desconocido
V0494,Perú,34,M,Huacachina,Cusco,2025-08-28,10,3531.61,Bus
V0495,Perú,56,M,Lago Titicaca,Arequipa,2025-05-10,4,4883.11,Auto
V0496,Argentina,51,F,Cañón del Colca,Puno,2025-01-19,5,4173.81,Tren
V0497,Brasil,43,M,Huacachina,La Libertad,2025-03-30,8,3915.72,Desconocido
V0498,Colombia,67,F,Chan Chan,Ica,2025-04-03,7,1439.09,Desconocido
V0499,Perú,20,F,Huacachina,Cusco,2024-10-18,2,693.53,Auto
V0500,Perú,59,F,Líneas de Nazca,Arequipa,2024-11-13,6,2053.98,Tren
V0501,Chile,22,F,Machu Picchu,Puno,2024-11-18,7,1613.38,Bus
V0502,Colombia,27,M,Machu Picchu,La Libertad,2025-04-14,3,2120.71,Desconocido
V0503,EE.UU.,47,M,Cañón del Colca,Cusco,2025-01-18,4,1203.12,Tren
V0504,México,38,M,Huacachina,Cusco,2025-01-25,3,781.19,Avión
V0505,Chile,39,M,Machu Picchu,La Libertad,2025-03-12,8,2150.95,Desconocido
V0506,Perú,63,F,Chan Chan,Puno,2025-05-07,10,988.05,Avión
V0507,Chile,31,M,Huacachina,Arequipa,2025-06-03,7,4187.2,Desconocido
V0508,Brasil,28,F,Machu Picchu,La Libertad,2025-03-30,1,2737.43,Avión
V0509,Ecuador,20,F,Chan Chan,Arequipa,2025-07-22,4,1643.6,Bus
V0510,México,40,F,Líneas de Nazca,Arequipa,2025-10-03,6,4600.96,Avión
V0511,Brasil,21,F,Lago Titicaca,Arequipa,2024-11-25,6,4657.57,Desconocido
V0512,Brasil,51,M,Huacachina,Ica,2025-10-02,2,2661.34,Auto
V0513,Ecuador,43,M,Lago Titicaca,Cusco,2024-12-23,3,4350.46,Tren
V0514,Colombia,27,M,Chan Chan,Ica,2025-06-12,7,3544.6,Desconocido
V0515,Brasil,54,F,Lago Titicaca,Puno,2025-09-10,7,4513.11,Tren
V0516,México,40,M,Huacachina,Cusco,2024-11-16,1,4863.84,Avión
V0517,Brasil,39,M,Lago Titicaca,Arequipa,2025-04-30,3,2130.59,Bus
V0518,Colombia,58,M,Líneas de Nazca,Cusco,2025-03-04,9,4142.22,Auto
V0519,Chile,66,F,Huacachina,Ica,2025-08-22,5,2400.86,Auto
V0520,Chile,30,M,Huacachina,Cusco,2025-10-03,1,3844.52,Desconocido
V0521,Chile,45,F,Lago Titicaca,Arequipa,2025-01-30,8,3266.23,Tren
V0522,Argentina,34,M,Huacachina,La Libertad,2025-08-09,1,3357.29,Avión
V0523,Chile,52,F,Chan Chan,Puno,2025-06-09,5,2449.78,Auto
V0524,Brasil,62,F,Huacachina,Puno,2025-10-12,2,2961.19,Desconocido
V0525,Argentina,26,F,Lago Titicaca,Cusco,2025-03-23,10,1330.2,Avión
V0526,Brasil,69,M,Machu Picchu,Puno,2024-12-18,1,633.43,Avión
V0527,Colombia,49,F,Líneas de Nazca,La Libertad,2024-12-08,5,3941.83,Bus
V0528,Chile,25,F,Líneas de Nazca,Puno,2024-12-05,9,3466.23,Bus
V0529,Colombia,52,F,Chan Chan,Arequipa,2025-05-04,6,1604.3,Desconocido
V0530,Ecuador,45,M,Lago Titicaca,La Libertad,2025-02-27,9,767.86,Tren
V0531,Brasil,67,F,Huacachina,Cusco,2025-08-25,1,3627.05,Avión
V0532,Brasil,18,F,Cañón del Colca,Ica,2025-08-02,4,2886.45,Avión
V0533,Colombia,40,M,Lago Titicaca,Arequipa,2025-05-22,5,4996.59,Tren
V0534,México,34,F,Huacachina,Arequipa,2025-04-29,2,4111.28,Tren
V0535,Colombia,24,F,Machu Picchu,La Libertad,2024-12-08,6,3130.49,Auto
V0536,Ecuador,37,F,Chan Chan,La Libertad,2025-01-07,1,4047.18,Avión
V0537,Brasil,35,F,Líneas de Nazca,Ica,2025-05-03,6,1600.47,Avión
V0538,Chile,66,F,Huacachina,La Libertad,2025-06-28,4,979.55,Desconocido
V0539,Ecuador,53,M,Huacachina,Ica,2024-11-21,2,3709.71,Bus
V0540,Ecuador,33,M,Machu Picchu,Puno,2025-06-26,2,3323.31,Tren
V0541,Brasil,65,M,Machu Picchu,Ica,2024-12-19,6,668.25,Desconocido
V0542,Argentina,47,M,Cañón del Colca,La Libertad,2025-02-27,10,917.07,Auto
V0543,Ecuador,53,M,Machu Picchu,Ica,2024-11-25,2,3678.97,Auto
V0544,Argentina,30,M,Lago Titicaca,Arequipa,2024-11-15,4,3661.16,Auto
V0545,EE.UU.,64,M,Cañón del Colca,Cusco,2025-02-01,4,4864.57,Desconocido
V0546,Perú,39,M,Machu Picchu,La Libertad,2025-06-05,9,3864.73,Avión
V0547,Perú,63,M,Cañón del Colca,Ica,2024-11-23,1,2442.52,Desconocido
V0548,EE.UU.,70,F,Chan Chan,Arequipa,2025-06-21,10,951.79,Avión
V0549,Colombia,54,M,Machu Picchu,Puno,2025-10-15,6,421.5,Desconocido
V0550,Colombia,21,F,Machu Picchu,Ica,2025-04-20,7,4530.23,Auto
V0551,Argentina,66,M,Cañón del Colca,Cusco,2025-04-19,2,4755.71,Bus
V0552,Colombia,65,F,Líneas de Nazca,Ica,2024-10-31,9,4948.5,Tren
V0553,EE.UU.,20,F,Lago Titicaca,Arequipa,2024-12-24,9,4496.83,Desconocido
V0554,Brasil,40,M,Chan Chan,Puno,2025-03-30,2,2773.18,Tren
V0555,Chile,48,F,Lago Titicaca,Ica,2024-12-19,3,2926.83,Desconocido
V0556,Perú,31,F,Líneas de Nazca,Arequipa,2025-08-31,4,2478.61,Auto
V0557,Ecuador,61,F,Machu Picchu,Ica,2024-12-24,2,1711.98,Desconocido
V0558,Brasil,36,F,Huacachina,La Libertad,2025-03-01,10,2897.48,Auto
V0559,México,55,F,Chan Chan,La Libertad,2025-09-16,2,877.6,Desconocido
V0560,EE.UU.,20,M,Líneas de Nazca,La Libertad,2025-09-30,5,4520.26,Bus
V0561,Perú,44,M,Cañón del Colca,La Libertad,2025-05-26,4,1299.18,Desconocido
V0562,Argentina,69,M,Lago Titicaca,Ica,2025-08-17,5,4159.31,Avión
V0563,Brasil,32,F,Huacachina,Ica,2025-03-19,9,2163.54,Desconocido
V0564,Perú,60,F,Cañón del Colca,La Libertad,2025-01-14,3,558.39,Auto
V0565,Brasil,62,M,Huacachina,Puno,2025-05-01,5,2029.56,Bus
V0566,México,27,M,Chan Chan,Cusco,2025-05-14,8,3192.45,Avión
V0567,México,33,M,Machu Picchu,Arequipa,2025-09-24,2,3313.99,Desconocido
V0568,México,26,M,Cañón del Colca,Puno,2024-11-28,7,1127.38,Auto
V0569,México,42,F,Chan Chan,Cusco,2025-04-16,6,1616.82,Desconocido
V0570,México,57,M,Machu Picchu,Ica,2024-11-30,8,1682.22,Desconocido
V0571,Ecuador,25,F,Lago Titicaca,Ica,2025-01-12,5,2207.72,Avión
V0572,México,55,F,Huacachina,La Libertad,2025-10-12,6,2535.5,Tren
V0573,Brasil,29,F,Cañón del Colca,La Libertad,2025-01-10,1,3025.47,Desconocido
V0574,Brasil,50,F,Machu Picchu,Ica,2025-03-08,10,1723.97,Desconocido
V0575,Colombia,57,M,Líneas de Nazca,La Libertad,2025-05-29,7,2895.47,Desconocido
V0576,EE.UU.,25,M,Líneas de Nazca,Ica,2025-09-17,7,1370.99,Avión
V0577,Ecuador,50,M,Líneas de Nazca,Puno,2025-06-23,8,3075.86,Bus
V0578,Perú,53,M,Líneas de Nazca,Cusco,2025-08-15,8,4035.73,Desconocido
V0579,Argentina,58,M,Cañón del Colca,Ica,2024-12-24,8,1753.32,Avión
V0580,EE.UU.,54,F,Huacachina,Arequipa,2024-10-31,4,2841.78,Bus
V0581,Argentina,48,M,Machu Picchu,Arequipa,2024-12-24,5,4917.19,Avión
V0582,Ecuador,24,M,Chan Chan,Arequipa,2025-06-24,3,525.25,Auto
V0583,Chile,66,F,Lago Titicaca,Cusco,2025-01-31,8,801.89,Auto
V0584,Perú,32,F,Lago Titicaca,Cusco,2025-03-04,4,2017.13,Tren
V0585,Perú,24,F,Lago Titicaca,La Libertad,2025-07-28,5,3589.45,Auto
V0586,EE.UU.,23,M,Líneas de Nazca,Cusco,2025-03-11,6,3633.35,Desconocido
V0587,Ecuador,59,F,Lago Titicaca,Puno,2025-06-01,3,1427.29,Bus
V0588,Ecuador,60,M,Chan Chan,Cusco,2025-07-14,5,642.13,Tren
V0589,Brasil,49,F,Lago Titicaca,Cusco,2025-05-28,1,1368.58,Avión
V0590,EE.UU.,42,F,Chan Chan,Arequipa,2024-12-09,7,2171.81,Tren
V0591,EE.UU.,49,F,Líneas de Nazca,Arequipa,2025-10-11,4,2858.54,Tren
V0592,Brasil,60,F,Lago Titicaca,La Libertad,2024-12-25,2,4267.24,Tren
V0593,México,22,M,Chan Chan,Arequipa,2025-06-29,1,1944.93,Avión
V0594,Colombia,67,M,Chan Chan,Arequipa,2024-11-10,5,2454.36,Desconocido
V0595,Ecuador,58,M,Lago Titicaca,Cusco,2025-10-08,4,621.91,Desconocido
V0596,Argentina,34,F,Machu Picchu,La Libertad,2025-01-25,9,3791.05,Tren
V0597,Colombia,61,M,Machu Picchu,Puno,2025-09-26,8,4655.43,Auto
V0598,Chile,61,M,Huacachina,Arequipa,2025-03-07,9,2469.29,Bus
V0599,Perú,25,M,Líneas de Nazca,Ica,2025-04-09,7,2381.91,Tren
V0600,Brasil,40,F,Cañón del Colca,Puno,2025-10-16,10,1959.39,Auto
V0601,Colombia,66,M,Líneas de Nazca,Arequipa,2024-11-27,9,1667.11,Tren
V0602,Chile,54,F,Machu Picchu,Cusco,2025-09-25,5,1443.51,Desconocido
V0603,Colombia,21,F,Huacachina,Puno,2025-09-07,5,3266.27,Desconocido
V0604,México,26,M,Lago Titicaca,Cusco,2025-06-08,2,619.82,Desconocido
V0605,México,66,F,Chan Chan,La Libertad,2025-07-03,1,371.76,Auto
V0606,EE.UU.,47,F,Huacachina,Ica,2024-11-14,5,4267.72,Auto
V0607,Argentina,61,F,Huacachina,Ica,2025-01-14,1,802.45,Avión
V0608,Ecuador,38,F,Líneas de Nazca,Puno,2025-05-18,10,1910.98,Bus
V0609,Ecuador,49,M,Huacachina,La Libertad,2025-09-19,5,2805.08,Bus
V0610,Colombia,64,F,Chan Chan,Arequipa,2025-01-11,5,2219.29,Bus
V0611,Ecuador,33,F,Huacachina,Arequipa,2025-03-15,4,3227.68,Tren
V0612,Brasil,56,F,Machu Picchu,Arequipa,2024-11-04,1,2269.92,Auto
V0613,Colombia,51,F,Huacachina,Puno,2024-11-21,9,4557.37,Auto
V0614,Perú,47,M,Cañón del Colca,Ica,2025-06-25,9,589.21,Auto
V0615,Colombia,42,M,Líneas de Nazca,La Libertad,2025-08-17,9,2261.4,Bus
V0616,Argentina,45,F,Chan Chan,La Libertad,2025-01-26,7,1141.49,Avión
V0617,Brasil,49,M,Cañón del Colca,Cusco,2025-07-18,9,4451.55,Avión
V0618,EE.UU.,32,F,Cañón del Colca,Puno,2025-02-19,3,4624.06,Bus
V0619,Brasil,57,F,Machu Picchu,Ica,2025-07-01,10,3531.58,Desconocido
V0620,Brasil,30,F,Chan Chan,Cusco,2025-06-20,4,4343.33,Desconocido
V0621,México,59,M,Huacachina,La Libertad,2025-03-16,1,3597.98,Avión
V0622,Colombia,32,M,Líneas de Nazca,Puno,2025-04-10,8,3573.65,Bus
V0623,Chile,47,M,Cañón del Colca,Ica,2024-12-11,7,4428.09,Avión
V0624,Brasil,45,M,Chan Chan,Ica,2024-12-10,9,4507.34,Auto
V0625,EE.UU.,54,M,Huacachina,Puno,2025-03-23,9,4560.23,Auto
V0626,Ecuador,46,M,Huacachina,Arequipa,2025-09-02,3,970.71,Tren
